stdrYm,areaCd,unitySignguCd,spctrUncd,spctrSecd,spctrCd,spctrTelno,spctrAdres,spctrDetailAdres,spctrStscd,operMbyLclasCd,operMbySclasCd,sttemntSeccd,registDe,rceptAmt,provdAmt,undtakeAmt,trnsferAmt,userCo,위도,경도
202412,03,03000008,3,20,S03301,051-331-4674,부산광역시 북구 덕천로 74,덕천종합사회복지관,1,1,101,2,20020701,20275131,71306691.05,77385425,0,257,35.2090145,129.0171502
202412,03,03000009,3,20,S03401,051-782-5005,부산 해운대구 재송1동,100-9,1,1,101,2,20020101,106312743,108880246.4,5400000,2832499,41,35.18463763,129.1252674
202412,03,03000010,3,20,S03501,051-265-9471,부산광역시 사하구 다송로 59," (다대동, 다대4지구도개공영구임대아파트)",1,1,101,2,20020101,73054384,80223708.3,9676174,2903375,125,35.06274483,128.9854766
202412,03,03000011,3,20,S03601,051-508-1997,부산광역시 금정구 중앙대로2349번길 3 ,(노포동) ,1,1,101,1,20100727,13445595,13445596.27,0,0,77,35.29339563,129.1000091
202412,03,03000012,3,20,S03701,051-271-0561,부산 강서구 명지동, 627-28,1,1,101,1,20020101,8273420,17564390.53,9290970,0,99,35.10014334,128.9069874
202412,03,03000013,3,20,S03801,"051-863-8360,1",부산광역시 연제구 봉수로 17,(연산동) 연제구연산종합사회복지관,1,1,101,1,20020101,8363495,18598965.38,9230970,0,34,35.17273926,129.088936
202412,03,03000014,3,20,S03901,051-755-3367,부산 수영구 망미동,774-269 부산종합사회복지관,1,1,101,1,20031030,19312220,29023188.82,9710970,0,356,35.1742365,129.101005
202412,03,03000100,3,20,S04101,051-724-3457,부산광역시 기장군 기장읍 차성로288번길 27,2층 기장지역자활센터,1,1,102,2,20030318,27784796,34675766.34,6890970,0,11,35.2432406,129.2149596
202412,04,04000004,2,20,S04201,053-474-1377,대구 남구 봉덕동,1019,1,1,101,2,19980910,83857393,1577775.6,199620463,352739834,17,35.84557295,128.5979083
202412,04,04000007,3,20,S04301,053-639-1377,대구광역시 달서구 송현로 113 ,"(송현동, 본동주공1차아파트) ",1,1,101,2,19980901,214960257,285341508.8,176623305,30551291,105,35.82712816,128.543325
202412,04,04000007,3,20,S04401,053-582-1376,대구광역시 달서구 신당로 56," (신당동, 성서주공1단지아파트)",1,1,101,2,20030601,25501825,57364613.95,15103590,0,541,35.85229857,128.4988213
202412,04,04000002,3,20,S04501,053-986-1377,대구광역시 동구 입석로 5, (입석동) 동촌종합사회복지관 동촌푸드뱅크,1,1,101,2,20100601,21749800,21572265.66,4357200,0,146,35.89351859,128.645159
202412,04,04000005,3,20,S04801,053-381-9193,대구광역시 북구 연암로 183, 산격기초푸드뱅크(산격종합사회복지관),1,1,101,1,19980901,18669800,20690895.66,3777703,0,179,35.90109672,128.5958895
202412,04,04000006,3,20,S05001,053-781-1377,대구광역시 수성구 용학로 325,"지산종합사회복지관(지산동, 지산5단지아파트)",1,1,101,1,20030401,28440220,37799111.31,9820228,0,211,35.82406904,128.6425214
202412,04,04000001,3,20,S05301,053-254-1388,대구광역시 중구 남산로7길 80,"109동 102호 (남산동, 까치아파트)",1,1,101,2,20020101,29682409,29686413.56,2287575,0,59,35.86029607,128.579235
202412,04,04000100,3,20,S05401,053-615-9191,대구 달성군 논공읍 북리,1-104,1,1,101,1,20040629,39576600,41471128.01,9578513,2287575,29,35.72965359,128.4560809
202412,05,05000008,2,20,S05501,032-891-1377,인천광역시 서구 봉수대로 806, (연희동),1,1,101,2,19980728,562991940,24268699.11,213225272,635775063,601,37.54518697,126.6650996
202412,05,05000002,3,20,S05601,032-763-1377,인천광역시 동구 만석로36번길 1,(만석동) 1층 102호,1,1,101,2,20030310,12749885,44512017.46,25769503,1032744,152,37.48165555,126.6238066
202412,05,05000005,3,20,S05701,032-469-1377,인천광역시 남동구 인주대로 854," (만수동, 식품영양복지지원센터 4층)",1,3,301,2,20010807,59989396,80253543.2,39052803,7109892,240,37.44813858,126.7321856
202412,05,05000007,3,20,S05801,032-555-1377,인천광역시 계양구 계양대로 126, (작전동) 계양구의회 건물 1층 ,1,1,103,2,20000408,56669347,88520903.1,40219281,0,246,37.53513212,126.7229252
202412,05,05000008,3,20,S05901,032-574-1377,인천광역시 서구 신석로121번길 10, (석남동) 서구노인복지관,1,3,301,2,20050205,70089823,56946273.16,34870324,53611202,153,37.51055605,126.6760578
202412,05,05000006,3,20,S06001,032-519-1377,인천광역시 부평구 후정동로 6,(삼산동) 2층,1,3,303,2,20020101,15552544,43801571.07,40315480,950398,102,37.51779678,126.7380809
202412,05,05000004,3,20,S06101,032-818-1377,인천광역시 연수구 원인재로 315," (연수동, 주공1단지, 2단지아파트) 세화종합사회복지관 2층",1,1,101,2,20020101,37440050,33259866.48,16697207,1460585,113,37.42132237,126.6908761
202412,05,05000001,3,20,S06201,032-761-1399,인천광역시 중구 홍예문로 77,(전동17-38),1,3,301,2,20020101,43959327,58967903.14,27656970,0,84,37.47641067,126.627975
202412,05,05000100,3,20,S06301,032-932-1378,인천광역시 강화군 강화읍 향나무길22번길 12,,1,1,102,2,20020101,55068744,64640015.69,20059622,0,274,37.74635613,126.4783408
202412,06,06000002,2,20,S06401,062-351-2114,광주광역시 북구 천변우로 40(임동),광주사회복지회관,1,1,101,2,20020101,159413401,0.0,167390568,315248479,1,35.16709997,126.8863399
202412,06,06000001,3,20,S06501,062-234-1377,광주광역시 동구 천변좌로 656, (용산동) 빛고을종합사회복지관,1,1,101,2,20020101,36741239,53667932.02,12444131,0,814,35.1256308,126.9295742
202412,06,06000002,3,20,S06601,062-375-1377,광주광역시 서구 운천로32번길 23,"금호종합사회복지관 (금호동, 금호빛여울채)",1,1,101,2,19980801,33245534,44627350.78,11264722,0,207,35.13715752,126.8621301
202412,06,06000003,3,20,S06701,062-673-1377,광주광역시 남구 용대로 91, (봉선동),1,1,101,2,20020101,22493800,38716314.61,15545064,0,496,35.12450941,126.9176927
202412,06,06000004,3,20,S06801,062-266-1377,광주광역시 북구 군왕로207번길 6,(각화동),1,1,101,2,20020101,10368020,31064581.97,21544065,0,237,35.17965298,126.9356495
202412,06,06000005,3,20,S06901,062-945-1377,광주광역시 광산구 우산로 17," (우산동, 우산빛여울채)",1,1,101,2,20100428,57896019,88487673.56,27610369,0,336,35.15982377,126.8041467
202412,07,07000002,2,20,S07001,042-525-1378,대전광역시 중구 보문로 246,대림빌딩 805호(대흥동),1,1,101,2,20000719,134955667,0.0,136205752,428469437,1,36.32460936,127.4228643
202412,08,08000001,2,20,S07601,052-285-1378,울산광역시 중구 염포로 85,"(남외동,동천체육관)",1,1,103,2,20000201,401039548,260366485.2,37778591,139410734,27,35.56104119,129.3504859
202412,08,08000002,3,20,S07801,052-274-1337,울산광역시 남구 산업로325번길 34,(선암동),1,1,103,2,19980901,37881755,43299868.99,9230818,0,84,35.51302035,129.3351926
202412,08,08000003,3,20,S07901,052-236-1365,울산광역시 동구 문현5길 27, (방어동),1,1,103,2,20020101,37709784,43169785.36,5460000,0,247,35.48731392,129.4116922
202412,08,08000004,3,20,S08001,052-291-1377,울산광역시 북구 산업로 1016, (연암동),1,1,103,2,20040105,24449410,35073088.5,10623677,0,459,35.58352733,129.3612692
202412,09,09240000,2,20,S08201,031-294-1377,경기도 화성시 정남면 괘랑1길 42-30,A동,1,1,101,2,19990101,389253187,0.0,296179294,689345737,1,37.18199362,126.9839608
202412,09,09260000,2,20,S08202,070-4209-9628,경기도 양주시 칠봉산로 303, (봉양동),1,1,101,2,20190513,0,0.0,79564208,55315416,1,37.86002156,127.0717767
202412,09,09240000,2,20,S08203,031-294-1377,경기도 화성시 정남면 괘랑1길 42-30,A동,1,1,101,2,20201224,0,8422720.0,100287336,70892592,2,37.18199362,126.9839608
202412,09,09010004,3,20,S08301,031-257-1378,경기도 수원시 팔달구 매산로 86, (매산로3가),1,3,301,2,19990701,58150100,69110738.79,18699949,3743175,261,37.26992788,127.0104492
202412,09,09020001,3,20,S08701,031-712-6342,경기도 성남시 분당구 미금로 246 ,"(금곡동, 청솔마을주공6단지아파트) ",1,3,301,2,20000506,50845480,59338837.71,0,0,185,37.35462403,127.1099976
202412,09,09040002,3,20,S08901,031-386-9957,경기도 안양시 동안구 평촌대로 389, (비산동) 실내빙상장 외부상가 5호,1,3,301,2,20000222,59728324,98239745.58,18344376,0,105,37.40629131,126.9487366
202412,09,09050001,3,20,S09001,032-326-1477,경기도 부천시 신흥로275번길 19, (중동),1,3,301,2,19990322,41598010,48698781.65,7082693,546331,117,37.50807581,126.7737162
202412,09,09070000,3,20,S09201,031-618-1877,경기도 평택시 원평로28번길 34,(군문동),1,4,401,2,19980102,107780273,145624886.7,31517929,41417400,86,36.98779749,127.0867576
202412,09,09100003,3,20,S09801,031-916-4071,경기 고양시 일산서구 킨텍스로 340,"(주엽동, 고양시문촌7종합사회복지관)",1,3,301,2,20020101,40667888,40922890.22,255000,0,212,37.67448889,126.7551636
202412,09,09140000,3,20,S10101,031-378-1377,경기도 오산시 오산로272번길 23, 2층(오산동),1,1,103,2,20001201,59013106,28288046.29,1441748,32166808,277,37.1512576,127.0711217
202412,09,09160000,3,20,S10301,031-397-2054,경기도 군포시 오금로 102,1층(금정동),1,1,103,2,20001010,238808935,75191871.74,13491490,185667500,99,37.3570926,126.9378256
202412,09,09170000,3,20,S10401,031-458-3027,경기도 의왕시 효행로 46, (오전동),1,1,103,2,20030217,51016632,56247212.01,20583486,500000,178,37.35160866,126.9729148
202412,09,09180000,3,20,S10501,031-793-6920,경기도 하남시 덕풍로81번길 18,"1, 2층(덕풍동)",1,1,101,2,20011101,216278371,253141087.5,79095729,28302400,2293,37.55106767,127.2036523
202412,09,09270000,3,20,S10801,031-535-1376,경기도 포천시 신북면 중앙로207번길 23,(가채리),1,3,301,2,20030718,152273962,79614767.91,10742650,15282573,535,37.90475941,127.2061844
202412,09,09240000,3,20,S11001,031-8059-1677,경기도 화성시 향남읍 행정서로3길 50,(행정리),1,3,301,2,20030107,21643272,14651998.77,0,0,141,37.13046621,126.9195183
202412,09,09280000,3,20,S11101,031-886-9101,경기도 여주시 세종로 319-1, (교동),1,1,103,2,19990101,73280570,127732222.2,29494091,1267200,1401,37.26910249,127.6383674
202412,09,09220000,3,20,S11201,031-674-9451,경기도 안성시 중앙로451번길 11,2층(봉남동),1,1,101,2,20000301,35382139,31367638.6,1800000,0,308,37.00685669,127.2768945
202412,09,09120000,3,20,S11301,031-556-8100,경기도 구리시 벌말로129번길 50, (토평동),1,3,301,2,20020101,33607118,33607119.37,11190750,0,605,37.58919687,127.14639
202412,10,10030000,2,20,S11501,033-646-0197,강원도 강릉시 구정면 구정중앙로 158-10,,1,1,101,2,20100901,62524094,0.0,264040033,332512664,1,37.71285451,128.8751881
202412,10,10010000,3,20,S11601,033-262-3494,강원 춘천시 중앙로 104-1,"3층, 춘천시사회복지협의회",1,1,101,2,20031101,13108331,21765546.92,8598353,0,324,37.87721788,127.7232287
202412,10,10020000,3,30,S11702,033-747-1347,강원도 원주시 갈머리2길 31, (학성동),1,1,101,2,20090706,123821495,120602094.2,45746733,5879053,423,37.35328244,127.9443295
202412,10,10040000,3,20,S11801,033-531-1377,강원도 동해시 선돌길 19, (단봉동),1,1,101,2,19990301,23084282,27009284.1,5014108,0,733,37.48071001,129.1244979
202412,10,10050000,3,20,S11901,033-553-8155,강원도 태백시 태백로 398-8(화전동),태백지역자활센터,1,1,101,1,20100428,9143650,10532986.0,1389336,0,108,37.2011509,128.9586858
202412,10,10060000,3,20,S12001,033-635-0758,강원 속초시 먹거리길19,주공3차 아파트 단지내,1,1,101,1,20020101,10405920,10405919.98,3212072,0,66,38.19704915,128.5750235
202412,10,10070000,3,20,S12101,033-575-0516,강원도 삼척시 원당로2길 72-6, (원당동) 3층,1,1,101,2,20021102,7400280,12514747.38,4681685,0,199,37.43741072,129.1528463
202412,10,10000100,3,20,S12201,033-433-8587,강원도 홍천군 홍천읍 너브내길 121,,1,1,101,2,20100621,3268926,14545403.62,9921966,0,339,37.6915054,127.8913565
202412,10,10000300,3,20,S12301,033-374-6411,강원도 영월군 영월읍 덕포하리4길 19-5,,1,1,104,1,20100428,1859200,6963883.58,34550820,0,371,37.17314478,128.4768173
202412,11,11010003,2,20,S12401,043-234-0840,충청북도 청주시 흥덕구 공단로 87,충북종합사회복지센터 302호,1,1,101,2,20000518,578967189,0.0,353629895,522068090,1,36.63941641,127.4390375
202412,11,11020000,3,20,S12601,043-855-3000,충청북도 충주시 주공길 7, (연수동),1,1,101,2,20020701,44979346,25831528.31,2898551,40186916,253,36.98808554,127.9364151
202412,11,11030000,3,20,S12701,043-645-5004,충청북도 제천시 내토로 390, (영천동),1,1,101,2,19980917,161375322,140405730.4,38687385,9887060,961,37.13167599,128.2011325
202412,11,11000200,3,30,S12801,043-730-2624,충청북도 옥천군 옥천읍 삼금로4길 6,1층,1,1,101,2,20040103,19171370,69553498.5,5738397,0,1981,36.30158962,127.5671552
202412,11,11000400,3,20,S12901,043-836-6040,충청북도 증평군 증평읍 창신로 85,삼보사회복지관,1,1,101,1,20020101,10880015,11768188.78,907837,0,416,36.77851945,127.5812876
202412,12,12000500,2,20,S13001,041-634-0875,충청남도 홍성군 홍북읍 상하천로 50,충남보훈회관 1층,1,1,101,2,20090101,119034000,0.0,388817755,497784572,1,36.65496427,126.6773892
202412,12,12030000,3,20,S13201,041-936-8501,충청남도 보령시 주공로 50," (명천동, 명천주공2차아파트)",1,1,104,1,20100616,11361000,25499586.0,7110106,0,233,36.3425129,126.6034655
202412,12,12050000,3,20,S13301,041-667-2303,충청남도 서산시 서해로 3456, (석림동) 서산석림사회복지관,1,3,301,2,20040117,62724564,55709651.38,2863774,4976120,1257,36.77245014,126.4617003
202412,12,12040000,3,20,S13401,041-534-1377,충청남도 아산시 염치읍 송곡안길 2-23,1층,1,3,301,2,20010501,176716262,269679236.1,115751622,56614750,1304,36.80810494,127.0167707
202412,12,12060000,3,20,S13501,041-736-1004,충청남도 논산시 생뫼길 14(강산동),.,1,4,402,2,20040913,92086614,229766212.3,94270510,24000000,371,36.18800352,127.0904125
202412,12,12000100,3,20,S13801,041-752-7942,충청남도 금산군 일흔이재로 112( 내부리),112,1,3,301,2,20100504,2868710,39046978.9,32829642,0,1365,36.13767355,127.5036769
202412,12,12000700,3,20,S14001,041-675-1379,충청남도 태안군 태안읍 시장5길 20,1층,1,3,301,2,20020401,20314610,33216129.65,12870368,0,142,36.75127238,126.2993239
202412,13,13010002,2,20,S14201,063-224-1861,전북특별자치도 전주시 덕진구 전주천동로 483,3층 전북특별자치도사회복지협의회,1,1,101,2,20000101,320671554,0.0,124744773,501236291,1,35.83601861,127.1294924
202412,13,13010001,3,20,S14301,063-225-4215,전라북도 전주시 완산구 소대배기로 18-34," (평화동2가, 원광빌라)",1,1,101,2,20070605,179994628,216066794.7,86158386,43397740,237,35.78647907,127.1312329
202412,13,13020000,3,20,S14401,063-461-6555,전라북도 군산시 칠성로 59,,1,1,101,2,20020101,95166796,159872919.2,79696663,14990539,449,35.96003852,126.6781706
202412,13,13040000,3,20,S14601,063-533-1916,전라북도 정읍시 수성2로 13-18, (수성동),1,1,101,2,20020101,13073595,11965873.47,18835759,5244512,204,35.58324029,126.8541375
202412,13,13050000,3,20,S14701,063-632-5252,전라북도 남원시 노송로 1255-9,"(노암동, 주공아파트) 남원사회복지관 본관",1,1,101,1,20020101,8264352,18542940.74,23148588,0,293,35.39624946,127.3768504
202412,13,13060000,3,20,S14801,063-543-1377,전라북도 김제시 금성로 93, (신풍동),1,1,101,2,19980928,8597620,32433561.61,6629665,0,839,35.79970758,126.9004396
202412,13,13000700,3,20,S15001,063-561-2350,전라북도 고창군 모양성로 116-13 고창행복원,(석교리),1,1,101,1,20020101,0,12306578.56,17998203,0,19,35.44209099,126.7002005
202412,14,14001100,2,20,S15101,061-283-8478,전라남도 무안군 삼향읍 오룡3길 22,1층 전남사회복지협의회,1,1,101,2,20090201,78784302,0.0,346652619,439537281,1,34.81695225,126.457887
202412,14,14010000,3,20,S15201,061-242-8980,전라남도 목포시 해안로173번길 34, (경동1가),1,1,101,1,20100110,7407048,25452758.77,13425871,0,167,34.78522209,126.3824719
202412,14,14020000,3,20,S15301,061-652-2010,전라남도 여수시 여문2로 11-10 ,(문수동),1,1,101,2,19980916,24019810,29970179.61,5950365,0,329,34.74965061,127.6928081
202412,14,14020000,3,20,S15401,061-682-1477,전라남도 여수시 학동서4길 58-20 ,(학동) ,1,1,101,1,19990827,23342282,22299926.94,0,4000000,240,34.76344531,127.6586665
202412,14,14030000,3,20,S15501,061-741-3062,전라남도 순천시 저전길 84, (인제동),1,1,101,2,19980803,60999809,60999791.01,0,0,102,34.94634645,127.4846993
202412,14,14040000,3,20,S15601,061-334-7727,전라남도 나주시 가마태길 38," (용산동, 용산주공아파트)",1,1,101,2,20020101,27363380,34400744.34,16152071,0,247,34.99439022,126.7207129
202412,14,14050000,3,20,S15701,061-762-9894,전라남도 광양시 광양읍 인덕로 977,2층 1호,1,1,103,2,20030404,29181329,31152336.23,1971000,0,256,34.96960649,127.581254
202412,14,14000200,3,20,S15901,061-363-2171,전남 곡성군 곡성읍 읍내19길,8,0,3,301,2,20020101,0,97680000.0,0,0,14,35.2831672,127.2954193
202412,14,14000400,3,20,S16101,061-832-2500,전라남도 고흥군 고흥읍 신계학림길 39,1층,1,1,101,1,20020101,3516600,22383095.41,18866496,0,215,34.61378023,127.2879512
202412,14,14000500,3,20,S16201,061-852-9845,전라남도 보성군 보성읍 동인길 18-6,,1,1,102,1,20030101,7956600,33394685.9,23930086,0,408,34.77046892,127.0833605
202412,14,14000600,3,20,S16301,061-371-1377,전남 화순군 춘양면 학포로 1303-1,소향원,1,1,101,1,20020101,4929733,6174945.57,15876096,0,55,34.94307095,126.9748156
202412,14,14000800,3,20,S16501,061-434-7002,전라남도 강진군 군동면 백금포길 7,강진군지역자활센터,1,1,101,1,20100102,1315800,3680294.06,17644642,0,198,34.64200242,126.7847461
202412,14,14001000,3,20,S16701,061-471-9933,전라남도 영암군 영암읍 새동네길 22-1,,1,1,101,1,20100601,2043900,9724414.4,0,0,463,34.79637721,126.6907062
202412,14,14001100,3,20,S16801,061-283-1888,전라남도 무안군 일로읍 삼일로 493,삼일로 493,1,1,105,2,20080401,10149530,49276960.98,40379929,0,403,34.85094891,126.4900969
202412,14,14001200,3,20,S16901,061-324-2331,전라남도 함평군 함평읍 함장로 1071,,1,1,103,2,20090324,5024500,74587053.73,70266984,599999,837,35.05585827,126.5137172
202412,14,14001300,3,20,S17001,061-353-9740,전라남도 영광군 영광읍 천년로 1351-14,,1,1,101,2,19990927,26631100,119924186.1,46510982,26901984,184,35.26792734,126.494264
202412,14,14001400,3,20,S17101,061-394-5909,전라남도 장성군 장성읍 청운11길 3, (장성 사랑의 집),0,1,103,2,20020101,0,38719882.87,0,0,141,35.30366804,126.7821651
202412,14,14001600,3,20,S17301,061-544-2210,전라남도 진도군 진도읍 교동4길 25,,1,4,401,2,20020101,99100,28124548.7,55930281,0,1543,34.48420525,126.2587768
202412,15,15040000,2,20,S17501,054-843-8550,경상북도 안동시 광명로 159,3층 302호 (옥동),1,1,101,2,20000529,311492158,37349582.26,243013034,567966413,16,36.56210986,128.7006959
202412,15,15020000,3,20,S17601,054-771-8107,경북 경주시 용강동,1283번지 (경주시종합사회복지관내),1,1,102,1,20000701,17420200,17625524.66,205320,0,38,35.86429992,129.2231746
202412,15,15050000,3,20,S17801,054-458-0230,경상북도 구미시 문장로 110(도량동),금오종합사회복지관,1,1,101,2,20041001,33193524,37915947.56,2350965,0,182,36.14345923,128.3327394
202412,15,15050000,3,30,S17802,054-443-1377,경상북도 구미시 문장로 110, (도량동),1,1,101,1,20090708,16469510,15599784.64,326296,0,246,36.14345923,128.3327394
202412,15,15030000,3,20,S17901,054-439-2191,경상북도 김천시 모암길 3, (용두동),1,4,403,2,20080319,9823110,27268106.71,49979607,1069845,593,36.12107171,128.1274308
202412,15,15090000,3,20,S18001,054-555-2800,경북 문경시 모전동,859-3                           (※ 2012.7.1 운영주체 변경 ,1,3,302,1,20020101,6003448,20288870.62,14655021,0,81,36.59090545,128.1872546
202412,15,15080000,3,20,S18101,054-532-5688,경상북도 상주시 냉림1길 43-18, (냉림동) 상주시종합사회복지관,1,1,101,1,20030113,21004878,35249217.97,12373054,0,83,36.42228898,128.1632602
202412,15,15000800,3,20,S18201,054-932-3551,경상북도 성주군 수륜면 성주가야산로 616,실로암육아원,1,1,101,1,20020101,0,52837555.08,39422453,0,37,35.81817754,128.172437
202412,15,15040000,3,20,S18301,054-858-1361,경상북도 안동시 복주5길 23-17, (옥동),1,1,101,1,19980201,9781289,35514340.35,25217203,0,339,36.56536057,128.6978292
202412,15,15060000,3,20,S18501,054-639-0500,경상북도 영주시 대학로 130-1, (가흥동),1,1,101,1,20100715,7898900,9212988.99,2407760,0,150,36.80902701,128.6109734
202412,15,15070000,3,20,S18601,054-335-3633,경북 영천시 작산동,130,1,1,101,1,19980901,2699134,29830589.32,45549471,0,18,35.94068592,128.9489117
202412,15,15001200,3,20,S18701,054-788-2111,경북 울진군 후포면 삼율리,188-3,1,1,101,1,20100712,240000,10884178.2,9068807,0,199,36.68783672,129.4277655
202412,15,15000200,3,20,S18801,054-834-2900,경북 의성군 의성읍 후죽3리,136-1,1,1,101,1,19980101,0,47980832.7,54318487,0,40,36.37225804,128.7050921
202412,15,15000600,3,20,S18901,054-373-7575,경상북도 청도군 화양읍 청화로 79-15,,1,1,101,1,20000720,276000,4041417.42,3765417,0,123,35.64866689,128.7377282
202412,15,15000900,3,20,S19001,054-979-5129,경상북도 칠곡군 왜관읍 관문로1길 32,,1,3,302,1,20030303,9452300,12361487.59,963455,0,31,35.99188421,128.4181478
202412,16,16010004,2,20,S19201,070-4266-1202,경상남도 김해시 칠산로 128,(신문동) 경상남도광역기부식품등지원센터,1,1,101,2,20030101,682213564,0.0,145144871,460133380,1,35.18384795,128.8363814
202412,16,16010004,3,20,S19301,055-231-8018,경상남도 창원시 마산회원구 내서읍 상곡로 49,내서종합사회복지관,1,1,101,2,20000701,33064070,54802730.81,21358742,0,60,35.24365479,128.5000383
202412,16,16020000,3,20,S19401,055-747-1377,경상남도 진주시 서장대로 281, (이현동),1,1,101,2,20020101,29997930,37326744.2,11760426,11712669,143,35.1923049,128.0639047
202412,16,16010005,3,20,S19501,055-540-0114,경상남도 창원시 진해구 진해대로 1101(풍호동 진해구청),창원시진해종합사회복지관,1,1,102,2,19980701,17272580,68195003.87,47365049,0,192,35.13147093,128.7102355
202412,16,16030000,3,20,S19601,055-646-1377,경남 통영시 무전동 ,984번지 국제상가아파트27호,1,1,102,2,20090301,8936070,13635177.38,9244844,4265359,76,34.85896359,128.4290463
202412,16,16040000,3,20,S19701,055-831-5794,경상남도 사천시 임내길 30," (죽림동, 신우심포니타운) 101동 1301호",1,1,103,1,20000529,5825400,23241896.73,20142499,0,1095,34.96913338,128.0640974
202412,16,16050000,3,20,S19801,010-3137-0820,경남 김해시 부원동,27번지,1,1,101,2,20020101,9504936,40807414.33,31302484,0,138,35.22872805,128.8865592
202412,16,16060000,3,20,S19901,055-350-1012,경상남도 밀양시 중앙로 218,  (삼문동) 밀양시종합사회복지관 지하1층,1,1,101,2,20100729,6916838,22327314.32,15410477,0,307,35.48368653,128.7589507
202412,16,16070000,3,20,S20001,055-632-0400,경상남도 거제시 고현로2길 42 ,(고현동),1,3,302,2,20071029,16683550,22969745.47,6286193,0,486,34.88242189,128.6228796
202412,16,16080000,3,20,S20101,055-365-9544,경남 양산시 물금읍 범어리,501번지,1,1,102,2,20080128,39131142,57384009.13,18011208,0,280,35.33221748,129.0109607
202412,16,16000200,3,20,S20301,055-580-2495,경상남도 함안군 가야읍 말산로 1,,1,3,302,1,19990102,1791474,1791474.13,6030000,0,100,35.2724904,128.4065383
202412,16,16000300,3,20,S20401,055-532-0624,경상남도 창녕군 창녕읍 조산서재골로 ,7,1,1,103,1,20140107,6623360,39963883.16,32856023,0,1268,35.53720854,128.4901597
202412,16,16000400,3,20,S20501,055-674-6628,경상남도 고성군 고성읍 죽계1길 95-1,,1,3,301,2,20020801,3708360,33999959.78,28961242,0,2273,34.98628108,128.3322449
202412,16,16000500,3,20,S20601,055-860-3886,경남 남해군 남해읍 아산리,355 종합사회복지관 내 1층 자원봉사센터,1,3,302,1,20020101,126000,13367780.0,13549920,0,95,34.83831254,127.8783077
202412,16,16000600,3,20,S20701,055-884-6955,경남 하동군 하동읍,청년회관길 13,1,1,102,1,20010401,13860200,40998720.0,38023520,0,602,35.07212725,127.7452608
202412,16,16000800,3,20,S20901,055-962-2071,경상남도 함양군 함양읍 월명길 12,,1,3,301,1,20020101,523110,5377109.75,4854000,0,195,35.52026631,127.7790926
202412,16,16001000,3,20,S21101,055-931-2370,경상남도 합천군 합천읍 중앙로 33-2,,1,1,101,1,19980915,0,5409120.0,6409459,0,15,35.56387907,128.1579784
202412,17,17010000,2,20,S21201,064-759-1377,제주특별자치도 제주시 청풍남8길 12-1, (화북일동) 제주특별자치도사회복지협의회,1,1,101,2,20040212,113313933,0.0,42202904,179813846,1,33.51816468,126.5703113
202412,09,09090002,3,20,S24701,031-487-1377,경기도 안산시 단원구 예술1길 6, (고잔동),1,4,402,2,19980701,13404828,13627312.42,8844666,0,121,37.33000979,126.8369119
202412,15,15100000,3,20,S25301,053-802-1377,경상북도 경산시 경청로222길 79 ,경산시노인종합복지관 (백천동),1,1,101,2,20010627,70087500,163611429.4,79528720,1806990,56,35.80180223,128.7478001
